File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y
378584,Rose-crested Blue Pipit,Song,B,Afternoon,2017-07-01T00:00:00Z,75,103
362922,Rose-crested Blue Pipit,Call,B,Morning,2015-04-25T00:00:00Z,158,105
354538,Rose-crested Blue Pipit,Call,B,Morning,2017-02-05T00:00:00Z,144,110
349700,Rose-crested Blue Pipit,Call,B,Morning,2016-12-28T00:00:00Z,170,110
345802,Rose-crested Blue Pipit,Song,B,Morning,2015-04-08T00:00:00Z,149,114
345801,Rose-crested Blue Pipit,Call,B,Morning,2015-08-10T00:00:00Z,124,117
345797,Rose-crested Blue Pipit,Call,B,Morning,2015-08-10T00:00:00Z,158,107
345796,Rose-crested Blue Pipit,Call,B,Afternoon,2016-01-03T00:00:00Z,152,122
345795,Rose-crested Blue Pipit,Call,B,Morning,2015-10-24T00:00:00Z,143,106
345564,Rose-crested Blue Pipit,Call,B,Afternoon,2016-01-03T00:00:00Z,149,117
345563,Rose-crested Blue Pipit,Call,B,Afternoon,2016-01-03T00:00:00Z,128,118
345562,Rose-crested Blue Pipit,Call,B,Morning,2015-03-31T00:00:00Z,157,124
345561,Rose-crested Blue Pipit,Call,B,Afternoon,2015-12-25T00:00:00Z,110,120
345560,Rose-crested Blue Pipit,Call,B,Morning,2015-12-25T00:00:00Z,154,127
345559,Rose-crested Blue Pipit,Call,B,Morning,2015-12-25T00:00:00Z,85,134
345558,Rose-crested Blue Pipit,Call,B,Morning,2015-12-25T00:00:00Z,150,110
345557,Rose-crested Blue Pipit,Call,B,Morning,2015-12-25T00:00:00Z,153,113
345556,Rose-crested Blue Pipit,Call,B,Morning,2015-08-10T00:00:00Z,152,121
345555,Rose-crested Blue Pipit,Call,B,Morning,2015-08-10T00:00:00Z,26,133
345554,Rose-crested Blue Pipit,Song,B,Morning,2015-08-09T00:00:00Z,47,58
345553,Rose-crested Blue Pipit,Song,B,Morning,2015-04-20T00:00:00Z,133,116
345552,Rose-crested Blue Pipit,Song,B,Morning,2015-04-20T00:00:00Z,135,118
345550,Rose-crested Blue Pipit,Call,B,Afternoon,2016-01-03T00:00:00Z,62,67
344091,Rose-crested Blue Pipit,Song,B,Morning,2007-05-26T00:00:00Z,139,148
344090,Rose-crested Blue Pipit,Song,B,Morning,2015-06-01T00:00:00Z,147,119
342729,Rose-crested Blue Pipit,Call,B,Morning,2016-11-13T00:00:00Z,116,132
342417,Rose-crested Blue Pipit,Call,B,Morning,2016-11-11T00:00:00Z,136,130
339833,Rose-crested Blue Pipit,Call,B,Afternoon,2016-10-23T00:00:00Z,149,118
339832,Rose-crested Blue Pipit,Call,B,Afternoon,2016-10-23T00:00:00Z,149,111
324018,Rose-crested Blue Pipit,Song,B,Morning,2016-06-09T00:00:00Z,150,120
320496,Rose-crested Blue Pipit,Song,B,Morning,2016-04-14T00:00:00Z,119,121
314104,Rose-crested Blue Pipit,Song,B,Afternoon,2016-04-28T00:00:00Z,128,116
313778,Rose-crested Blue Pipit,Song,B,Morning,2016-04-24T00:00:00Z,130,122
313073,Rose-crested Blue Pipit,Call,B,Morning,2016-04-14T00:00:00Z,133,120
312968,Rose-crested Blue Pipit,Call,B,Morning,2016-04-19T00:00:00Z,71,93
312965,Rose-crested Blue Pipit,Call,B,Morning,2016-04-19T00:00:00Z,125,117
306344,Rose-crested Blue Pipit,Song,B,Evening,2016-03-06T00:00:00Z,159,129
306343,Rose-crested Blue Pipit,Call,B,Evening,2016-03-06T00:00:00Z,111,115
305761,Rose-crested Blue Pipit,Song,B,Morning,2016-02-28T00:00:00Z,121,116
304180,Rose-crested Blue Pipit,Song,B,Evening,2016-02-20T00:00:00Z,71,138
293918,Rose-crested Blue Pipit,"Call, Song",B,Morning,2015-06-05T00:00:00Z,109,114
293913,Rose-crested Blue Pipit,Call,B,Morning,2015-06-05T00:00:00Z,45,64
291662,Rose-crested Blue Pipit,Call,B,Afternoon,2015-11-23T00:00:00Z,152,119
291091,Rose-crested Blue Pipit,Call,B,Afternoon,2015-05-16T00:00:00Z,134,123
291090,Rose-crested Blue Pipit,Call,B,Afternoon,2015-05-16T00:00:00Z,137,109
278041,Rose-crested Blue Pipit,Call,B,Afternoon,2015-05-26T00:00:00Z,66,81
277999,Rose-crested Blue Pipit,Song,B,Morning,2015-05-03T00:00:00Z,123,129
261402,Rose-crested Blue Pipit,Call,B,Morning,2015-07-18T00:00:00Z,147,121
256362,Rose-crested Blue Pipit,Call,B,Morning,2015-02-11T00:00:00Z,137,138
255560,Rose-crested Blue Pipit,Call,B,Morning,2015-03-10T00:00:00Z,115,129
233386,Rose-crested Blue Pipit,Song,B,Morning,2015-03-15T00:00:00Z,130,114
233384,Rose-crested Blue Pipit,Song,B,Morning,2015-03-15T00:00:00Z,120,118
216670,Rose-crested Blue Pipit,"Call, Song",B,Morning,2009-04-19T00:00:00Z,136,166
200110,Rose-crested Blue Pipit,Call,B,Morning,2014-10-25T00:00:00Z,41,123
191515,Rose-crested Blue Pipit,Song,B,Morning,2014-07-06T00:00:00Z,125,110
191476,Rose-crested Blue Pipit,Song,B,Morning,2014-07-03T00:00:00Z,135,106
191418,Rose-crested Blue Pipit,Song,B,Morning,2014-07-02T00:00:00Z,136,126
191417,Rose-crested Blue Pipit,Call,B,Morning,2014-07-02T00:00:00Z,148,147
191416,Rose-crested Blue Pipit,Call,B,Morning,2014-07-02T00:00:00Z,127,116
191415,Rose-crested Blue Pipit,Call,B,Morning,2014-07-02T00:00:00Z,148,159
182666,Rose-crested Blue Pipit,Call,B,Morning,2014-04-29T00:00:00Z,128,119
172485,Rose-crested Blue Pipit,Song,B,Evening,2013-05-08T00:00:00Z,138,150
171853,Rose-crested Blue Pipit,Song,B,Morning,2010-05-28T00:00:00Z,148,151
164634,Rose-crested Blue Pipit,Call,B,Morning,2014-01-12T00:00:00Z,148,156
164631,Rose-crested Blue Pipit,Call,B,Morning,2014-01-12T00:00:00Z,142,150
164230,Rose-crested Blue Pipit,Call,B,Morning,2014-01-11T00:00:00Z,147,155
164203,Rose-crested Blue Pipit,Call,B,Morning,2012-04-30T00:00:00Z,140,112
162568,Rose-crested Blue Pipit,Call,B,Morning,2013-05-26T00:00:00Z,135,158
162565,Rose-crested Blue Pipit,Call,B,Night,2013-05-25T00:00:00Z,135,119
158163,Rose-crested Blue Pipit,Call,B,Morning,2013-12-18T00:00:00Z,164,173
149220,Rose-crested Blue Pipit,Song,B,Morning,2013-06-09T00:00:00Z,146,158
134979,Rose-crested Blue Pipit,Song,B,Morning,2013-05-06T00:00:00Z,118,111
125879,Rose-crested Blue Pipit,Call,B,Morning,2013-02-04T00:00:00Z,62,153
125878,Rose-crested Blue Pipit,Call,B,Morning,2013-02-04T00:00:00Z,146,155
113144,Rose-crested Blue Pipit,Call,B,Afternoon,2012-10-06T00:00:00Z,113,110
111776,Rose-crested Blue Pipit,Call,B,Afternoon,2012-10-22T00:00:00Z,109,121
91352,Rose-crested Blue Pipit,Song,B,Evening,2010-04-23T00:00:00Z,149,156
91351,Rose-crested Blue Pipit,Song,B,Evening,2010-04-23T00:00:00Z,132,46
80749,Rose-crested Blue Pipit,Song,B,Morning,2011-05-14T00:00:00Z,146,156
59000,Rose-crested Blue Pipit,Song,B,Afternoon,2010-06-14T00:00:00Z,146,154
53791,Rose-crested Blue Pipit,Call,B,Evening,2010-04-25T00:00:00Z,140,115
53789,Rose-crested Blue Pipit,Song,B,Evening,2010-04-20T00:00:00Z,125,118
43857,Rose-crested Blue Pipit,Call,B,Afternoon,2010-02-04T00:00:00Z,134,152
41282,Rose-crested Blue Pipit,Call,B,Morning,2009-10-12T00:00:00Z,145,151
34861,Rose-crested Blue Pipit,Song,B,Morning,2009-05-23T00:00:00Z,143,112
406172,Rose-crested Blue Pipit,Song,C,Morning,2017-06-07T00:00:00Z,147,113
395927,Rose-crested Blue Pipit,Call,C,Afternoon,2017-11-23T00:00:00Z,137,111
378131,Rose-crested Blue Pipit,Call,C,Night,2017-06-22T00:00:00Z,131,119
363136,Rose-crested Blue Pipit,Call,C,Morning,2017-04-04T00:00:00Z,139,114
295352,Rose-crested Blue Pipit,Call,C,Morning,2015-12-11T00:00:00Z,129,117
294798,Rose-crested Blue Pipit,Call,C,Morning,2015-12-12T00:00:00Z,113,114
288915,Rose-crested Blue Pipit,Song,C,Morning,2015-03-19T00:00:00Z,120,111
282616,Rose-crested Blue Pipit,Song,C,Morning,2015-04-07T00:00:00Z,134,116
278001,Rose-crested Blue Pipit,Call,C,Morning,2015-05-03T00:00:00Z,143,115
277998,Rose-crested Blue Pipit,Song,C,Morning,2015-05-03T00:00:00Z,128,117
237009,Rose-crested Blue Pipit,"Call, Song",C,Morning,2015-04-21T00:00:00Z,106,138
237005,Rose-crested Blue Pipit,Song,C,Morning,2015-04-21T00:00:00Z,127,117
222806,Rose-crested Blue Pipit,Song,C,Morning,2007-02-15T00:00:00Z,147,157
222805,Rose-crested Blue Pipit,Song,C,Morning,2000-06-11T00:00:00Z,148,154
222804,Rose-crested Blue Pipit,Song,C,Afternoon,2003-04-18T00:00:00Z,144,178
222803,Rose-crested Blue Pipit,Song,C,Morning,1998-04-05T00:00:00Z,125,116
206618,Rose-crested Blue Pipit,Song,C,Afternoon,2014-05-24T00:00:00Z,133,109
182663,Rose-crested Blue Pipit,Call,C,Morning,2014-04-29T00:00:00Z,131,125
169033,Rose-crested Blue Pipit,Call,C,Morning,2011-09-09T00:00:00Z,125,122
161630,Rose-crested Blue Pipit,Song,C,Morning,2013-12-28T00:00:00Z,130,120
160293,Rose-crested Blue Pipit,Song,C,Morning,2013-05-04T00:00:00Z,147,154
150457,Rose-crested Blue Pipit,Call,C,Morning,2013-10-13T00:00:00Z,161,141
134755,Rose-crested Blue Pipit,Song,C,Morning,2013-05-24T00:00:00Z,145,154
125402,Rose-crested Blue Pipit,Song,C,Morning,2013-03-17T00:00:00Z,151,166
111777,Rose-crested Blue Pipit,Call,C,Morning,2012-10-22T00:00:00Z,127,117
91847,Rose-crested Blue Pipit,Song,C,Morning,2011-12-01T00:00:00Z,80,125
91845,Rose-crested Blue Pipit,Call,C,Morning,2011-12-01T00:00:00Z,132,150
63086,Rose-crested Blue Pipit,Call,C,Morning,2010-10-09T00:00:00Z,138,161
56867,Rose-crested Blue Pipit,Song,C,Afternoon,2010-06-25T00:00:00Z,135,120
18969,Rose-crested Blue Pipit,Song,C,Morning,2007-12-22T00:00:00Z,99,127
371525,Rose-crested Blue Pipit,"Call, Song",D,Afternoon,2017-04-23T00:00:00Z,109,134
345551,Rose-crested Blue Pipit,Song,D,Morning,2016-02-10T00:00:00Z,124,111
325274,Rose-crested Blue Pipit,Song,D,Evening,2016-06-23T00:00:00Z,140,114
174364,Rose-crested Blue Pipit,Song,D,Afternoon,2014-04-13T00:00:00Z,130,139
18970,Rose-crested Blue Pipit,Song,D,Morning,2007-12-22T00:00:00Z,104,123
306340,Rose-crested Blue Pipit,Song,E,Afternoon,2016-03-08T00:00:00Z,104,124
374413,Blue-collared Zipper,Call,A,Afternoon,2017-02-03T00:00:00Z,60,71
347893,Blue-collared Zipper,"Call, Song",A,Morning,2013-12-21T00:00:00Z,44,63
341352,Blue-collared Zipper,Song,A,Morning,2016-02-22T00:00:00Z,152,34
274462,Blue-collared Zipper,Call,A,Evening,2010-03-15T00:00:00Z,60,76
239023,Blue-collared Zipper,Call,A,Morning,1996-02-22T00:00:00Z,147,153
239022,Blue-collared Zipper,Call,A,Morning,1991-12-19T00:00:00Z,44,66
239019,Blue-collared Zipper,Call,A,Morning,1990-12-11T00:00:00Z,68,151
239018,Blue-collared Zipper,Call,A,Morning,1992-11-15T00:00:00Z,49,61
230054,Blue-collared Zipper,Call,A,Morning,2003-04-16T00:00:00Z,32,135
189831,Blue-collared Zipper,Call,A,Evening,2014-07-31T00:00:00Z,84,138
183581,Blue-collared Zipper,Call,A,Evening,2014-05-24T00:00:00Z,31,136
167890,Blue-collared Zipper,"Call, Song",A,Afternoon,2014-01-22T00:00:00Z,137,36
116387,Blue-collared Zipper,Call,A,Afternoon,2012-10-04T00:00:00Z,150,144
3371,Blue-collared Zipper,Call,A,Morning,1996-06-06T00:00:00Z,32,138
273667,Blue-collared Zipper,Call,B,Afternoon,2010-01-02T00:00:00Z,45,65
254122,Blue-collared Zipper,Call,B,Night,2003-03-14T00:00:00Z,84,140
251570,Blue-collared Zipper,Call,B,Afternoon,2004-11-27T00:00:00Z,129,120
251569,Blue-collared Zipper,Call,B,Afternoon,2004-11-27T00:00:00Z,49,61
251568,Blue-collared Zipper,Call,B,Afternoon,2004-11-10T00:00:00Z,80,132
239021,Blue-collared Zipper,Call,B,Morning,1991-12-19T00:00:00Z,92,121
239020,Blue-collared Zipper,Call,B,Morning,1991-09-04T00:00:00Z,45,64
230060,Blue-collared Zipper,Call,B,Evening,2000-06-05T00:00:00Z,45,65
230059,Blue-collared Zipper,Call,B,Evening,2000-06-05T00:00:00Z,56,58
230058,Blue-collared Zipper,Call,B,Morning,2003-04-16T00:00:00Z,47,63
230057,Blue-collared Zipper,Call,B,Afternoon,1997-04-19T00:00:00Z,139,45
230056,Blue-collared Zipper,Call,B,Evening,2000-07-28T00:00:00Z,67,156
230055,Blue-collared Zipper,Call,B,Afternoon,2006-02-14T00:00:00Z,45,66
211636,Blue-collared Zipper,Call,B,Afternoon,2014-12-16T00:00:00Z,50,63
181434,Blue-collared Zipper,Song,B,Afternoon,2013-11-16T00:00:00Z,46,70
166768,Blue-collared Zipper,Call,B,Morning,2014-01-22T00:00:00Z,46,65
146158,Blue-collared Zipper,Song,B,Morning,2013-02-21T00:00:00Z,47,66
122690,Blue-collared Zipper,Call,B,Morning,2013-01-28T00:00:00Z,45,65
116386,Blue-collared Zipper,Call,B,Afternoon,2012-10-04T00:00:00Z,46,64
95988,Blue-collared Zipper,Song,B,Morning,2012-02-13T00:00:00Z,50,56
85427,Blue-collared Zipper,Call,B,Afternoon,2002-10-30T00:00:00Z,47,65
74792,Blue-collared Zipper,Call,B,Evening,1997-08-01T00:00:00Z,46,35
74191,Blue-collared Zipper,Song,B,Afternoon,2006-10-03T00:00:00Z,82,138
24011,Blue-collared Zipper,Song,B,Afternoon,2008-10-18T00:00:00Z,50,59
326954,Blue-collared Zipper,Call,C,Morning,2016-04-25T00:00:00Z,45,65
251567,Blue-collared Zipper,Call,C,Afternoon,2007-03-11T00:00:00Z,50,60
251566,Blue-collared Zipper,Call,C,Afternoon,2005-09-12T00:00:00Z,53,61
230061,Blue-collared Zipper,Call,C,Morning,2008-01-05T00:00:00Z,143,111
162080,Blue-collared Zipper,Call,C,Afternoon,2013-12-10T00:00:00Z,47,62
158745,Blue-collared Zipper,Call,C,Morning,2013-12-16T00:00:00Z,45,67
131815,Blue-collared Zipper,Call,C,Morning,2007-12-17T00:00:00Z,85,105
113765,Blue-collared Zipper,Song,C,Morning,2011-09-16T00:00:00Z,125,116
95987,Blue-collared Zipper,Song,C,Morning,2012-02-13T00:00:00Z,44,64
61917,Blue-collared Zipper,Call,C,Morning,2010-08-24T00:00:00Z,120,113
15843,Blue-collared Zipper,Call,C,Morning,2007-08-15T00:00:00Z,49,57
12273,Blue-collared Zipper,Call,C,Afternoon,2003-04-08T00:00:00Z,23,138
8370,Blue-collared Zipper,Call,C,Afternoon,2006-09-26T00:00:00Z,48,63
339830,Blue-collared Zipper,Call,D,Morning,2003-10-08T00:00:00Z,31,136
326977,Blue-collared Zipper,Call,D,Morning,2016-05-27T00:00:00Z,95,141
112599,Blue-collared Zipper,Song,D,Morning,2012-10-23T00:00:00Z,45,68?
394751,Bombadil,"Call, Song",A,Morning,2017-07-03T00:00:00Z,79,144
389979,Bombadil,Call,A,Morning,2017-05-27T00:00:00Z,86,136
388172,Bombadil,Song,A,Evening,2017-05-20T00:00:00Z,69,154
381414,Bombadil,Song,A,Evening,2017-06-01T00:00:00Z,78,136
381413,Bombadil,Song,A,Evening,2017-06-01T00:00:00Z,78,156
373488,Bombadil,Song,A,Afternoon,2017-06-01T00:00:00Z,69,154
372594,Bombadil,Song,A,Morning,2017-05-20T00:00:00Z,69,150
333314,Bombadil,Song,A,Afternoon,2016-06-25T00:00:00Z,80,137
318350,Bombadil,Song,A,Evening,2016-05-24T00:00:00Z,67,144
318349,Bombadil,Song,A,Evening,2016-05-24T00:00:00Z,144,43
317206,Bombadil,Call,A,Afternoon,2016-05-14T00:00:00Z,71,143
314298,Bombadil,Song,A,Afternoon,2016-04-30T00:00:00Z,66,154
313482,Bombadil,Song,A,Morning,2016-04-23T00:00:00Z,68,144
296888,Bombadil,"Call, Song",A,Morning,2012-05-18T00:00:00Z,71,143
296886,Bombadil,Song,A,Morning,2011-05-18T00:00:00Z,74,133
296883,Bombadil,Song,A,Afternoon,2011-05-29T00:00:00Z,78,156
292085,Bombadil,Song,A,Evening,2008-05-18T00:00:00Z,58,165
246112,Bombadil,Song,A,Evening,2015-05-26T00:00:00Z,77,135
206157,Bombadil,Song,A,Morning,2014-06-13T00:00:00Z,66,154
185815,Bombadil,Song,A,Evening,2014-06-06T00:00:00Z,70,160
185814,Bombadil,Song,A,Evening,2014-06-06T00:00:00Z,58,86
185812,Bombadil,Song,A,Evening,2014-06-06T00:00:00Z,57,154
185521,Bombadil,Song,A,Morning,2014-06-06T00:00:00Z,66,135
185518,Bombadil,Song,A,Morning,2014-06-06T00:00:00Z,70,140
182689,Bombadil,Call,A,Morning,2014-05-25T00:00:00Z,69,155
180230,Bombadil,Song,A,Evening,2014-05-28T00:00:00Z,85,145
178244,Bombadil,"Call, Song",A,Morning,2014-05-14T00:00:00Z,64,152
177472,Bombadil,Song,A,Morning,2014-05-06T00:00:00Z,67,154
177471,Bombadil,Song,A,Morning,2014-05-06T00:00:00Z,73,144
160543,Bombadil,Song,A,Morning,2013-05-21T00:00:00Z,65,134
155548,Bombadil,Song,A,Morning,2013-05-19T00:00:00Z,64,146
147289,Bombadil,Call,A,Morning,2013-09-04T00:00:00Z,74,156
100089,Bombadil,Song,A,Morning,2012-04-22T00:00:00Z,81,164
59146,Bombadil,Song,A,Morning,2010-05-07T00:00:00Z,67,161
59127,Bombadil,Song,A,Afternoon,2010-05-04T00:00:00Z,68,160
48651,Bombadil,Song,A,Morning,2010-05-04T00:00:00Z,67,153
48268,Bombadil,Song,A,Morning,2010-05-02T00:00:00Z,83,135
13792,Bombadil,Song,A,Morning,2007-06-09T00:00:00Z,84,179
388171,Bombadil,Call,B,Evening,2017-05-20T00:00:00Z,72,142
337963,Bombadil,Call,B,Morning,2016-07-01T00:00:00Z,74,141
337962,Bombadil,Call,B,Morning,2016-07-01T00:00:00Z,35,81
328931,Bombadil,Song,B,Morning,2015-06-09T00:00:00Z,80,146
326730,Bombadil,Call,B,Morning,2016-06-18T00:00:00Z,61,158
319716,Bombadil,Song,B,Afternoon,2016-05-29T00:00:00Z,69,155
317040,Bombadil,Song,B,Afternoon,2016-05-07T00:00:00Z,73,142
314099,Bombadil,Song,B,Morning,2016-04-28T00:00:00Z,74,136
313534,Bombadil,Song,B,Morning,2016-04-22T00:00:00Z,83,139
296892,Bombadil,Call,B,Morning,2012-05-18T00:00:00Z,65,149
296887,Bombadil,"Call, Song",B,Morning,2011-05-18T00:00:00Z,77,140
296884,Bombadil,"Call, Song",B,Afternoon,2011-05-18T00:00:00Z,75,130
278928,Bombadil,Call,B,Morning,2015-09-10T00:00:00Z,75,136
278925,Bombadil,Call,B,Morning,2015-09-12T00:00:00Z,58,163
278828,Bombadil,Call,B,Morning,2015-09-12T00:00:00Z,57,158
278827,Bombadil,Call,B,Morning,2015-09-12T00:00:00Z,72,154
254449,Bombadil,"Call, Song",B,Evening,2015-06-28T00:00:00Z,67,153
253399,Bombadil,Song,B,Morning,2015-05-31T00:00:00Z,77,150
246110,Bombadil,Song,B,Evening,2015-05-26T00:00:00Z,74,165
237361,Bombadil,Song,B,Morning,2015-04-26T00:00:00Z,68,163
206183,Bombadil,Song,B,Morning,2014-06-13T00:00:00Z,58,131
199590,Bombadil,Call,B,Morning,2014-07-18T00:00:00Z,84,152
185821,Bombadil,Song,B,Evening,2014-06-06T00:00:00Z,70,155
185819,Bombadil,"Call, Song",B,Evening,2014-06-06T00:00:00Z,89,158
185817,Bombadil,Song,B,Night,2014-06-06T00:00:00Z,82,148
179962,Bombadil,Call,B,Morning,2014-05-24T00:00:00Z,72,154
179961,Bombadil,Song,B,Morning,2014-05-24T00:00:00Z,61,163
179960,Bombadil,Call,B,Morning,2014-05-24T00:00:00Z,73,152
160803,Bombadil,Song,B,Evening,2013-06-21T00:00:00Z,67,156
160622,Bombadil,Song,B,Morning,2013-05-28T00:00:00Z,56,130
153879,Bombadil,Call,B,Morning,2013-07-23T00:00:00Z,72,140
153344,Bombadil,Song,B,Morning,2013-06-10T00:00:00Z,71,156
153038,Bombadil,Song,B,Morning,2013-06-26T00:00:00Z,57,151
153037,Bombadil,Song,B,Morning,2013-06-25T00:00:00Z,85,156
101450,Bombadil,Song,B,Morning,2012-05-10T00:00:00Z,75,143
101449,Bombadil,Song,B,Morning,2012-05-10T00:00:00Z,104,131
100088,Bombadil,Song,B,Morning,2012-04-22T00:00:00Z,68,152
100087,Bombadil,Song,B,Morning,2012-04-22T00:00:00Z,75,149
100086,Bombadil,Song,B,Morning,2012-04-22T00:00:00Z,71,151
95114,Bombadil,Call,B,Evening,2011-08-08T00:00:00Z,79,147
67480,Bombadil,Song,B,Morning,2010-05-23T00:00:00Z,68,154
13791,Bombadil,Song,B,Morning,2007-06-03T00:00:00Z,75,98
356871,Bombadil,Song,C,Afternoon,2015-06-25T00:00:00Z,72,165
337964,Bombadil,Call,C,Morning,2016-07-01T00:00:00Z,92,134
337314,Bombadil,Song,C,Afternoon,2015-05-29T00:00:00Z,73,158
318258,Bombadil,Call,C,Night,2016-05-17T00:00:00Z,73,140
315032,Bombadil,Call,C,Morning,2016-04-24T00:00:00Z,69,147
296896,Bombadil,"Call, Song",C,Morning,2012-05-18T00:00:00Z,70,130
296885,Bombadil,Call,C,Afternoon,2011-05-18T00:00:00Z,73,141
180228,Bombadil,Song,C,Evening,2014-05-28T00:00:00Z,72,138
137968,Bombadil,Song,C,Morning,2013-06-09T00:00:00Z,81,129
131789,Bombadil,Song,C,Morning,2013-04-22T00:00:00Z,66,144
100143,Bombadil,Song,C,Afternoon,2012-04-30T00:00:00Z,77,133
246111,Bombadil,Song,D,Evening,2015-05-26T00:00:00Z,64,131
216402,Bombadil,Call,D,Morning,2013-09-14T00:00:00Z,71,163
216399,Bombadil,Call,D,Morning,2013-09-14T00:00:00Z,71,157
176638,Bombadil,Call,D,Afternoon,2013-10-12T00:00:00Z,65,148
83740,Bombadil,"Call, Song",D,Morning,2011-03-27T00:00:00Z,47,58
132418,Bombadil,Song,E,Evening,2013-05-03T00:00:00Z,88,142
101415,Bombadil,Call,E,Night,2012-05-13T00:00:00Z,64,158
43642,Bombadil,Song,E,Morning,2009-06-20T00:00:00Z,78,154
